winery,region_1,province,country
Rock Wall,Mendocino County,California,US
Zucca,Calaveras County,California,US
Spell Wine,Napa Valley,California,US
Henry Fessy,Saint-Amour,Beaujolais,France
Babcock,Santa Ynez Valley,California,US
Bjornstad,Sonoma Coast,California,US
Bjornstad,Sonoma County,California,US
Boscarelli,Toscana,Tuscany,Italy
Château de la Terrière,Moulin-à-Vent,Beaujolais,France
Jacques Charlet,Moulin-à-Vent,Beaujolais,France
Joan Simó,Priorat,Catalonia,Spain
Campo al Mare,Bolgheri Superiore,Tuscany,Italy
Château Grand Corbin Manuel,Saint-Émilion,Bordeaux,France
Château Tour Coutelin,Saint-Estèphe,Bordeaux,France
Maison Denuzière,Luberon,Rhône Valley,France
Rasa,Red Mountain,Washington,US
Rattalino,Barolo,Piedmont,Italy
Roger Roessler,Russian River Valley,California,US
Sattler,,Burgenland,Austria
Stewart Cellars,Sonoma Mountain,California,US
Vidal-Fleury,Tavel,Rhône Valley,France
Seghesio,Rockpile,California,US
Silverado,Stags Leap District,California,US
Trathen Hall,Willamette Valley,Oregon,US
Benoît Daridan,Cour-Cheverny,Loire Valley,France
Domaine de la Gaverie,Vouvray,Loire Valley,France
Douglas Vineyards,Santa Lucia Highlands,California,US
Woodenhead,Santa Cruz Mountains,California,US
Odette,Stags Leap District,California,US
Alma Fria,Sonoma Coast,California,US
Aril,Atlas Peak,California,US
Domaine de la Pepière,Muscadet Sèvre et Maine Clisson,Loire Valley,France
Santa Sofia,Amarone della Valpolicella Classico,Veneto,Italy
Castello di Amorosa,Anderson Valley,California,US
Rideau,Happy Canyon of Santa Barbara,California,US
Peju Province Winery,North Coast,California,US
Bertani,Amarone della Valpolicella Valpantena,Veneto,Italy
Cambria,Sicilia,Sicily & Sardinia,Italy
Cefalicchio,Castel del Monte,Southern Italy,Italy
Winter's Hill,Willamette Valley,Oregon,US
Felline,Primitivo di Manduria,Southern Italy,Italy
Jean-Luc Baldès,,Southwest France,France
Feudo di Santa Tresa,Cerasuolo di Vittoria Classico,Sicily & Sardinia,Italy
Gérard Bertrand,Aude Hauterive,Languedoc-Roussillon,France
Kelley Fox,Dundee Hills,Oregon,US
Klaus Lentsch,Alto Adige,Northeastern Italy,Italy
Amathia,Calatayud,Northern Spain,Spain
Baumann,Alsace,Alsace,France
Weegmüller,,Pfalz,Germany
Juxtapoz,North Coast,California,US
Poggio di Bortolone,Cerasuolo di Vittoria Classico,Sicily & Sardinia,Italy
Lagar de Costa,Rías Baixas,Galicia,Spain
Les Bourgeois,Missouri,Missouri,US
Louis Jadot,Chablis,Burgundy,France
Amelle,Sonoma County,California,US
Bodegas Medina,Ribera del Guadiana,Central Spain,Spain
Château de Maligny,Petit Chablis,Burgundy,France
Domaine Gérard Duplessis,Chablis,Burgundy,France
Familia Solana,Toro,Northern Spain,Spain
Altozano,Toledo,Central Spain,Spain
Hacienda del Carche,Jumilla,Levante,Spain
La Mejorada,Vino de la Tierra de Castilla y León,Northern Spain,Spain
Marenco,Moscato d'Asti,Piedmont,Italy
Telmo Rodríguez,Rueda,Northern Spain,Spain
Jean-Michel Dupré,Régnié,Beaujolais,France
M2,Fair Play,California,US
Carson Scott,California,California,US
Dancing Crow,Lake County,California,US
Silvara,Walla Walla Valley (WA),Washington,US
Etienne le Riche,,Stellenbosch,South Africa
Strydom,,Stellenbosch,South Africa
The Drift,,Overberg,South Africa
Newton Johnson,,Hemel en Aarde,South Africa
Silverthorn,,Western Cape,South Africa
Sijnn,,Malgas,South Africa
Château Penin,Bordeaux Blanc,Bordeaux,France
Colesel,Prosecco Superiore di Cartizze,Veneto,Italy
La Tordera,Prosecco di Valdobbiadene,Veneto,Italy
Oriel,Prosecco di Valdobbiadene,Veneto,Italy
Pewsey Vale,Eden Valley,South Australia,Australia
Scandolera,Prosecco di Valdobbiadene,Veneto,Italy
La Farra,Conegliano Valdobbiadene Prosecco Superiore,Veneto,Italy
Louis Max,Chorey-lès-Beaune,Burgundy,France
Macindoe,Willamette Valley,Oregon,US
Moletto,Prosecco Treviso,Veneto,Italy
Cà Vittoria,Conegliano Valdobbiadene Prosecco Superiore,Veneto,Italy
Cave de Chardonnay,Mâcon-Chardonnay,Burgundy,France
Villa Cornaro,Prosecco Treviso,Veneto,Italy
Val d'Oca,Prosecco,Veneto,Italy
Cinnabar,Monterey County,California,US
Coho,Los Carneros,California,US
Dynamite Vineyards,North Coast,California,US
Scanavino,Prosecco,Veneto,Italy
Arpepe,Valtellina Superiore,Lombardy,Italy
Château Beauséjour,Puisseguin Saint-Émilion,Bordeaux,France
Stags' Leap Winery,Coombsville,California,US
Superuco,Valle de Uco,Mendoza Province,Argentina
Trombetta,Sonoma Mountain,California,US
Kiamie,Adelaida District,California,US
M2,Shenandoah Valley (CA),California,US
J. Bookwalter,Yakima Valley,Washington,US
Avennia,Horse Heaven Hills,Washington,US
Caliza,Paso Robles Willow Creek District,California,US
Redwood Creek,California,California,US
Ben Hogan,Paso Robles,California,US
Castello del Trebbio,Chianti,Tuscany,Italy
San Juan Vineyards,Horse Heaven Hills,Washington,US
Lake Chelan,Lake Chelan,Washington,US
Kyra,Washington,Washington,US
Pepperwood Grove,,Central Valley,Chile
Fundatio,Vino de la Tierra de Castilla y León,Northern Spain,Spain
Trust,Walla Walla Valley (WA),Washington,US
Villa Matilde,Taurasi,Southern Italy,Italy
Château la Vivonne,Côtes de Provence,Provence,France
Château Léoube,Côtes de Provence La Londe,Provence,France
Cherry Pie,Russian River Valley,California,US
I Favati,Taurasi,Southern Italy,Italy
M. Chapoutier,Côtes de Provence Sainte-Victoire,Provence,France
Mathew Bruno,Rutherford,California,US
Matthiasson,Napa Valley,California,US
Domaine Jessiaume,Volnay,Burgundy,France
Tokaj Classic,,Tokaj,Hungary
Patz & Hall,Santa Lucia Highlands,California,US
Yalumba,Wrattonbully,South Australia,Australia
Tildio,Columbia Valley (WA),Washington,US
Col Saliz,Prosecco del Veneto,Veneto,Italy
Dolce Stefania,Mendoza,Mendoza Province,Argentina
Avantis,,Beotia,Greece
Valdelainos,Rueda,Northern Spain,Spain
Villa Sandi,Prosecco del Veneto,Veneto,Italy
Valdo,Prosecco del Veneto,Veneto,Italy
Zimmermann,,Kremstal,Austria
Toffoli,Prosecco di Conegliano e Valdobbiadene,Veneto,Italy
Franz Künstler,,Rheingau,Germany
Pavlou-Kagas,,Macedonia,Greece
Bodegas Breton,Rioja,Northern Spain,Spain
Bortolotti,Prosecco del Veneto,Veneto,Italy
Colli del Soligo,Prosecco del Veneto,Veneto,Italy
Adami,Prosecco del Veneto,Veneto,Italy
Paxá Wines,,Algarve,Portugal
Latah Creek,Washington,Washington,US
Northwest Totem Cellars,Yakima Valley,Washington,US
San Juan Vineyards,Columbia Valley (WA),Washington,US
Fassati,Rosso di Montepulciano,Tuscany,Italy
Konzelmann,Niagara Peninsula,Ontario,Canada
Atalayas de Golbán,Ribera del Duero,Northern Spain,Spain
Tzuba,,Judean Hills,Israel
Inocencio,Santa Barbara County,California,US
Tiamo,Marche,Central Italy,Italy
Château de Pierreux,Brouilly,Beaujolais,France
Grochau,Willamette Valley,Oregon,US
Château le Joyeux,Bordeaux,Bordeaux,France
Publix,Spring Mountain District,California,US
Tangley Oaks,Napa Valley,California,US
Balbas,Ribera del Duero,Northern Spain,Spain
Boete,Carmel Valley,California,US
Troon,Southern Oregon,Oregon,US
Uwe Schiefer,,Burgenland,Austria
Von Donabaum,,Burgenland,Austria
Château de l'Escarelle,Coteaux Varois en Provence,Provence,France
Masi Tupungato,Tupungato,Mendoza Province,Argentina
Oakville Terraces,Oakville,California,US
San Simone,Prosecco,Veneto,Italy
Francis Coppola,Dry Creek Valley,California,US
Belle Glos,Monterey-Santa Barbara-Sonoma,California,US
Villebois,Vin de Pays du Val de Loire,Loire Valley,France
Lionel Osmin & Cie,Cahors,Southwest France,France
Martin Ray,Sonoma Coast,California,US
Münzenrieder,,Burgenland,Austria
Ognissole,Primitivo di Manduria,Southern Italy,Italy
Chateau de l'Oiselinière,Muscadet Sèvre et Maine,Loire Valley,France
Captûre,Spring Mountain District,California,US
Enticer,Santa Barbara County,California,US
Fattoria Carpineta Fontalpino,Chianti Classico,Tuscany,Italy
Gallegos,Santa Lucia Highlands,California,US
Willful,Umpqua Valley,Oregon,US
Schramsberg,California,California,US
Talisman,Yorkville Highlands,California,US
Pulenta Estate,Luján de Cuyo,Mendoza Province,Argentina
Duck Walk,"The Hamptons, Long Island",New York,US
Vigneti Villabella,Bardolino Chiaretto,Veneto,Italy
Canella,Prosecco,Veneto,Italy
Quinta do Infantado,,Port,Portugal
La Jara,Prosecco,Veneto,Italy
Maniña,,Central Valley,Chile
Platform 9,California,California,US
Restivo,Mendoza,Mendoza Province,Argentina
Subida di Monte,Collio,Northeastern Italy,Italy
Marqués de Alella,Alella,Catalonia,Spain
Oeste Verde,San Juan,Other,Argentina
Irony,California,California,US
Château Fonpiqueyre,Haut-Médoc,Bordeaux,France
Château Haut Coteau,Saint-Estèphe,Bordeaux,France
Château Jalousie Beaulieu,Bordeaux Supérieur,Bordeaux,France
Château Maurac,Haut-Médoc,Bordeaux,France
Château Rémandine,Saint-Estèphe,Bordeaux,France
Château Tour de Cazelle,Côtes de Bourg,Bordeaux,France
Château Tour des Termes,Saint-Estèphe,Bordeaux,France
Chef's Coat,Santa Maria Valley,California,US
Dead On,Santa Ynez Valley,California,US
Château Jeanrousse,Fronsac,Bordeaux,France
Cycles Gladiator,Lodi,California,US
Zagan's Fire,Lodi,California,US
Brotte,Côtes du Rhône Villages,Rhône Valley,France
Sandhi,Sta. Rita Hills,California,US
Avalon,Napa Valley,California,US
Château de Sours,Bordeaux,Bordeaux,France
Château Haut Brande,Bordeaux,Bordeaux,France
Château Garrineau,Bordeaux,Bordeaux,France
Château Julian,Bordeaux Supérieur,Bordeaux,France
Luko,Santa Barbara County,California,US
Hélène Garcin,Mendoza,Mendoza Province,Argentina
Wynns Coonawarra Estate,Coonawarra,South Australia,Australia
John's Blend,Langhorne Creek,South Australia,Australia
Moss Wood,Margaret River,Western Australia,Australia
Il Borro,Vino Spumante,Italy Other,Italy
Vignoble des 2 Lunes,Alsace,Alsace,France
Penner-Ash,Eola-Amity Hills,Oregon,US
Penner-Ash,McMinnville,Oregon,US
Pierre Gerbais,Champagne,Champagne,France
Robert Biale,Sonoma County,California,US
The Girls in the Vineyard,Dunnigan Hills,California,US
Fabrizio Dionisio,Cortona,Tuscany,Italy
Nefarious,Snipes Mountain,Washington,US
Tenute di Vaira,Bolgheri Superiore,Tuscany,Italy
Collazzi,Toscana,Tuscany,Italy
DeLille,Snipes Mountain,Washington,US
Donna Olimpia 1898,Bolgheri Superiore,Tuscany,Italy
Hentley Farm,Barossa Valley,South Australia,Australia
BOND,Napa Valley,California,US
Château la Croix de Gay,Pomerol,Bordeaux,France
Chateau Montelena,Calistoga,California,US
Melini,Chianti,Tuscany,Italy
Brander,Santa Barbara County,California,US
Collemassari,Bolgheri,Tuscany,Italy
Domaine A. Machard de Gramont,Aloxe-Corton,Burgundy,France
Domaine Champy,Pommard,Burgundy,France
Albert Bichot,Beaune,Burgundy,France
Cantalici L'Antica Fornace di Ridolfo,Toscana,Tuscany,Italy
Carpineto,Maremma Toscana,Tuscany,Italy
Ceralti,Toscana,Tuscany,Italy
Viticcio,Toscana,Tuscany,Italy
Jaffelin,Givry,Burgundy,France
Sojourn,Russian River Valley,California,US
Waris Hubert,Champagne,Champagne,France
Arthur Metz,Crémant d'Alsace,Alsace,France
Brandborg,Elkton Oregon,Oregon,US
Broadley,Willamette Valley,Oregon,US
Jana,Mendocino,California,US
Louise Brison,Champagne,Champagne,France
Artezin,Russian River Valley,California,US
Desire,,Rheinhessen,Germany
Matias Riccitelli,Luján de Cuyo,Mendoza Province,Argentina
Kuleto Estate,Napa County,California,US
Vinessens,Alicante,Levante,Spain
Wakefield,Adelaide Hills,South Australia,Australia
Westport Winery,Columbia Valley (WA),Washington,US
Les Hauts de Lagarde,Bordeaux Rosé,Bordeaux,France
Château Au Grand Paris,Bordeaux Rosé,Bordeaux,France
Château Queyssard,Bordeaux Rosé,Bordeaux,France
Château Pilet,Bordeaux Rosé,Bordeaux,France
Wedge Mountain,Ancient Lakes,Washington,US
Garré,Livermore Valley,California,US
Tramuz,Ribera del Duero,Northern Spain,Spain
Château Jean Faux,Bordeaux Rosé,Bordeaux,France
Agustín Cubero,Calatayud,Northern Spain,Spain
James Wyatt,Horse Heaven Hills,Washington,US
Owl Ridge,Red Hills Lake County,California,US
3 Horse Ranch Vineyards,Washington,Washington,US
Barbàcan,Valtellina,Lombardy,Italy
Château Crusquet de Lagarcie,Blaye Côtes de Bordeaux,Bordeaux,France
Château Meillier,Bordeaux Supérieur,Bordeaux,France
Château Puy Rigaud,Montagne-Saint-Émilion,Bordeaux,France
Château Roc de Boissac,Lalande de Pomerol,Bordeaux,France
Fincas Don Martino,Mendoza,Mendoza Province,Argentina
Gear and Sprocket,Willamette Valley,Oregon,US
Kirnbauer,,Mittelburgenland,Austria
Loess,Ribera del Duero,Northern Spain,Spain
Dos Victorias,Toro,Northern Spain,Spain
Tamayo Family,Dry Creek Valley,California,US
Hans Igler,,Mittelburgenland,Austria
Wise,Margaret River,Western Australia,Australia
Domaine Terlato & Chapoutier,Victoria,Victoria,Australia
Bernat,Santa Barbara County,California,US
Bridge Press,Walla Walla Valley (WA),Washington,US
Cadus,Uco Valley,Mendoza Province,Argentina
Cenyth,Sonoma County,California,US
Château Miraval,Côtes de Provence,Provence,France
Falcone,Santa Barbara County,California,US
Jackson Estate,,Marlborough,New Zealand
Bodegas Hidalgo,Calatayud,Northern Spain,Spain
Juan de Juanes,Valencia,Levante,Spain
Kerloo,Columbia Valley (WA),Washington,US
Kettmeir,Alto Adige,Northeastern Italy,Italy
Leindl,,Kamptal,Austria
Les Vins Bréban,Coteaux d'Aix-en-Provence,Provence,France
Mas,Uco Valley,Mendoza Province,Argentina
Morgan,Monterey County,California,US
High Valley Vineyard,Lake County,California,US
Hightower,Walla Walla Valley (WA),Washington,US
Proprietà Sperino,Lessona,Piedmont,Italy
Trollop,Carneros,California,US
Schlagel Santo,Red Mountain,Washington,US
Papagiannakos,,Retsina,Greece
Liquid Farm,Happy Canyon of Santa Barbara,California,US
Tournon by Michel Chapoutier,Heathcote,Victoria,Australia
Tyrrell's,Heathcote,Victoria,Australia
Vale da Corça,,Douro,Portugal
Venge,Russian River Valley,California,US
Willi Schaefer,,Mosel,Germany
Winderlea,Eola-Amity Hills,Oregon,US
Zotovich Cellars,Paso Robles,California,US
Domaine Philippe Goulley,Chablis,Burgundy,France
Domaine Pierre Labet,Beaune,Burgundy,France
Fratelli Seghesio,Barolo,Piedmont,Italy
Doña Paula,Tupungato,Mendoza Province,Argentina
A.S. Kiken,Diamond Mountain District,California,US
C. Cruz & Co,,Douro,Portugal
Campos Reales,La Mancha,Central Spain,Spain
Carlotta,North Coast,California,US
Cloudlift Cellars,Columbia Valley (WA),Washington,US
Château Broustet,Barsac,Bordeaux,France
Solis,Santa Clara Valley,California,US
Tenute del Cerro,Brunello di Montalcino,Tuscany,Italy
Château le Thil,Pessac-Léognan,Bordeaux,France
Château Maucamps,Haut-Médoc,Bordeaux,France
Kirkland Signature,Napa County,California,US
Cantine Benedetti,Valpolicella Ripasso Classico,Veneto,Italy
Albino Armani,Valpolicella Ripasso,Veneto,Italy
Alder Ridge,Horse Heaven Hills,Washington,US
Ca' Rugate,Amarone della Valpolicella,Veneto,Italy
Domaine les Hauts de Riquets,Côtes de Duras,Southwest France,France
Frazier,Russian River Valley,California,US
Domaine Gardiés,Côtes du Roussillon Villages Tautavel,Languedoc-Roussillon,France
Villa Monteleone,Amarone della Valpolicella Classico,Veneto,Italy
Château Grand-Puy Ducasse,Pauillac,Bordeaux,France
Château la Louvière,Pessac-Léognan,Bordeaux,France
Château Gazin,Pomerol,Bordeaux,France
Château Tronquoy-Lalande,Saint-Estèphe,Bordeaux,France
Château du Glana,Saint-Julien,Bordeaux,France
Clos Badon-Thunevin,Saint-Émilion,Bordeaux,France
Nova Vita,Paso Robles,California,US
Prelius,Maremma,Tuscany,Italy
Sno Road,Eola-Amity Hills,Oregon,US
Terre di Fiori,Monteregio di Massa Marittima,Tuscany,Italy
Torrenera,Toscana,Tuscany,Italy
32 Winds,Anderson Valley,California,US
Fogline Vineyards,Sonoma Coast,California,US
Mulvane Wine Co.,Rutherford,California,US
Bench,Sonoma Coast,California,US
Bernard Reverdy et Fils,Sancerre,Loire Valley,France
Bertrand Jeannot et Fils,Pouilly-Fumé,Loire Valley,France
I Sodi,Vin Santo del Chianti Classico,Tuscany,Italy
Castra Rubra,,Thracian Valley,Bulgaria
Corner 103,Russian River Valley,California,US
Famille Perrin,Châteauneuf-du-Pape,Rhône Valley,France
Finca Wölffer,Vi de la Terra Mallorca,Spanish Islands,Spain
Patland,Oakville,California,US
Camiana,Howell Mountain,California,US
Volpaia,Vin Santo del Chianti Classico,Tuscany,Italy
Gini,Recioto di Soave,Veneto,Italy
Michael Rose Cellars,Paso Robles,California,US
Byington,Dry Creek Valley,California,US
ColleStefano,Verdicchio di Matelica,Central Italy,Italy
Miles From Nowhere,Margaret River,Western Australia,Australia
Tulip Winery,,Galilee,Israel
Di Arie,Lodi,California,US
Giacomo Fenocchio,Nebbiolo d'Alba,Piedmont,Italy
Greenstone,Heathcote,Victoria,Australia
Anthropology,Central Ranges,Australia Other,Australia
ecoVINO,Mendocino County,California,US
Whetstone,Sonoma Coast,California,US
J Ludlow,Santa Ynez Valley,California,US
Cantina Tollo,Montepulciano d'Abruzzo,Central Italy,Italy
Farnese,Abruzzo,Central Italy,Italy
Fazi Battaglia,Conero,Central Italy,Italy
Feudi di San Gregorio,Aglianico del Vulture,Southern Italy,Italy
Blakeslee,Willamette Valley,Oregon,US
Hestia Cellars,Columbia Valley (WA),Washington,US
Cor Cellars,Columbia Valley (WA),Washington,US
Kiamie,Paso Robles,California,US
La Fenêtre,Sta. Rita Hills,California,US
Shaky Bridge,,Central Otago,New Zealand
Hawkstone,Oakville,California,US
Hughes Wellman,St. Helena,California,US
Member's Mark,,Mosel,Germany
Patria,Etna,Sicily & Sardinia,Italy
Rectoral do Mar,Rías Baixas,Galicia,Spain
Aver Family Vineyards,Santa Clara County,California,US
Caves de Rauzan,Bordeaux Rosé,Bordeaux,France
Château Jean Faux,Bordeaux Blanc,Bordeaux,France
Orfila,Arroyo Grande Valley,California,US
Paul Mathew,Russian River Valley,California,US
Campo alla Sughera,Toscana,Tuscany,Italy
Tenuta di Castellaro,Sicilia,Sicily & Sardinia,Italy
Terre del Principe,Terre del Volturno,Southern Italy,Italy
Domaine Alain Jeanniard,Fixin,Burgundy,France
Domaine Chandon de Briailles,Savigny-lès-Beaune,Burgundy,France
Domaine Chanson,Savigny-lès-Beaune,Burgundy,France
Domaine du Prieuré,Savigny-lès-Beaune,Burgundy,France
Domaine Faiveley,Rully,Burgundy,France
Domaine Pouillon,Columbia Gorge (WA),Washington,US
